공연장코드,공연시설명,공연장명,공연장이미지,객석배치도,배치간격정보,검색횟수
FC001603-02,아트포레스트 아트홀,2관,,,,0
FC001604-01,야마하아티스트서비스서울,,,,,0
FC001605-01,레미어린이극장 [월드컵],3층,,,,0
FC001606-01,레미어린이극장 [일산],,,,,0
FC001607-01,라이트씨어터,,,,,0
FC001608-01,웨스트브릿지 라이브홀,,,,,0
FC001609-01,대전청소년위캔센터,대강당,,,,0
FC001610-01,안데르센극장,,,,,0
FC001611-01,세계광엑스포주제관,빛아트홀,,,,0
FC001612-01,세븐파이프홀,,,,,0
FC001613-01,신세계 문화홀 8 층 [대구],,,,,0
FC001614-01,채환홀 소극장,,,,,0
FC001615-01,아트브릿지,,,,,0
FC001616-01,늘푸른전당,,,,,0
FC001617-01,제주난타극장,,,,,0
FC001618-01,김포아트홀,,,,,0
FC001619-01,강남씨어터,,,,,0
FC001620-01,보림인형극장,,,,,0
FC001622-01,아라리오뮤지엄,공간소극장,,,,0
FC001623-01,가향아트센터,가향아트홀,,,,0
FC001624-01,윤형빈소극장 [홍대],,,,,0
FC001625-01,작은공연장 단,,,,,0
FC001626-01,소극장 The 켠,,,,,0
FC001628-01,뮤지스땅스,라이브 땅,,,,0
FC001629-01,일신홀,,,,,0
FC001630-01,한우리정보문화센터,한우리홀,,,,0
FC001631-01,창작플랫폼 경험과 상상,,,,,0
FC001632-01,알록 에피소드,,,,,0
FC001633-01,슬로우시티,,,,,0
FC001634-01,얘기아트씨어터,,,,,0
FC001635-01,대한성공회 서울주교좌성당,,,,,0
FC001636-01,창조소극장,,,,,0
FC001638-01,아트세닉,,,,,0
FC001639-01,윤보선 고택,,,,,0
FC001645-01,복합공간 에무,팡타 개라지,,,,0
FC001645-02,복합공간 에무,은하수 공연장,,,,0
FC001649-01,국기원,,,,,0
FC001655-01,모두누림센터,누림아트홀,,,,0
FC001657-01,원인재,,,,,0
FC001658-01,현대백화점 문화홀 [미아],문화홀,,,,0
FC001660-01,웅진플레이도시,상상아트홀,,,,0
FC001662-01,만리동예술인주택,1층 큰 공간,,,,0
FC001663-01,세종특별자치시청,여민실,,,,0
FC001664-01,홍대 김대범소극장,,,,,0
FC001666-01,레미어린이극장 [울산],,,,,0
FC001667-01,한밭대학교,아트홀 (하모니홀),,,,0
FC001668-01,서대문문화체육회관,대극장,,,,0
FC001668-02,서대문문화체육회관,소극장,,,,0
FC001669-01,효로민락소극장,,,,,0
FC001670-01,국립해양생물자원관,교육동 대강당,,,,0
FC001671-01,뜻밖의 극장,,,,,0
FC001672-01, (재)경기문화재단,다산홀,,,,0
FC001673-01,노들장애인야학,대강당,,,,0
FC001675-01,밀양아리랑아트센터,대공연장,,,,0
FC001675-02,밀양아리랑아트센터,소공연장,,,,0
FC001676-01,일터 소극장,,,,,0
FC001677-01,랑씨어터,,,,,0
FC001678-01,레미어린이극장 [광주수완],,,,,0
FC001679-01,광주 민들레소극장,,,,,0
FC001680-01,예술공간 몬스덕,,,,,0
FC001681-01,대전 사과나무 소극장,,,,,0
FC001682-01,민송아트홀,1관,,,,0
FC001682-02,민송아트홀,2관,,,,0
FC001683-01,가마골소극장,,,,,0
FC001684-01,구석으로부터,,,,,0
FC001685-01,강동문화복지회관,천생아트홀 (대공연장),,,,0
FC001685-02,강동문화복지회관,봉두아트홀 (소공연장),,,,0
FC001685-03,강동문화복지회관,야외무대,,,,0
FC001687-01,NC 소극장 [부산대],6 층 소극장,,,,0
FC001688-01,소극장 쇠내골,,,,,0
FC001689-01,광한루원,수상무대,,,,0
FC001689-02,광한루원,특설무대,,,,0
FC001690-01,웅상문화체육센터,공연장,,,,0
FC001691-01,조이마루아트홀,,,,,0
FC001692-01,강릉문화원,공연장,,,,0
FC001694-01,롯데백화점 문화홀 [대구],,,,,0
FC001695-01,힐크레스트,상상극장,,,,0
FC001696-01,트라이보울,공연장 (2 층),,,,0
FC001696-02,트라이보울,외부광장,,,,0
FC001696-03,트라이보울,커뮤니티홀 (전시장),,,,0
FC001697-01,세종문화원,대강당,,,,0
FC001697-02,세종문화원,소강당,,,,0
FC001698-01,행화탕,,,,,0
FC001699-01,여주시 평생학습센터,공연장,,,,0
FC001700-01,서울애니메이션센터,애니시네마 상영관,,,,0
FC001701-01,경상남도문화예술회관,대공연장,,,,0
FC001701-02,경상남도문화예술회관,로비,,,,0
FC001702-01,상명아트센터,계당홀,,,,0
FC001702-02,상명아트센터,대신홀,,,,0
FC001703-01,사랑하니까 이야기다,,,,,0
FC001704-01,수원화성행궁,봉수당 특설무대,,,,0
FC001704-02,수원화성행궁,유여택,,,,0
FC001705-01,라움아트센터 (소셜베뉴 라움),마제스틱볼룸,,,,0
FC001705-02,라움아트센터 (소셜베뉴 라움),체임버홀,,,,0
FC001706-01,신촌극장,,,,,0
FC001707-01,이수아트홀 [대학로],,,,,0
FC001708-01,한영아트센터,안암홀,,,,0
FC001709-01,다이렉트소극장,,,,,0
FC001710-01,국립제주박물관,강당,,,,0
FC001711-01,KBEC 발레시어터,소극장,,,,0
FC001712-01,정읍 연지아트홀,,,,,0
FC001713-01,와부체육문화센터,,,,,0
FC001714-01,롯데백화점 문화홀 [중동],,,,,0
FC001715-01,쇼킹 공연장,쇼킹,,,,0
FC001716-01,명동대성당,꼬스트홀,,,,0
FC001716-02,명동대성당,파밀리아 채플,,,,0
FC001717-01,리코디아 아트홀,,,,,0
FC001718-01,플랫폼-엘 컨템포러리 아트센터,플랫폼 라이브,,,,0
FC001720-01,글로벌 JEY 아트홀,,,,,0
FC001721-01,다누림센터,다누림홀,,,,0
FC001724-01,얼라이브홀,,,,,0
FC001729-01,알펜시아 리조트,콘서트홀,,,,0
FC001729-02,알펜시아 리조트,뮤직텐트,,,,0
FC001731-01,경복대학교 남양주캠퍼스,우당아트홀,,,,0
FC001737-01,부산 춤 공간 Shin (신),,,,,0
FC001749-01,수아트홀,,,,,0
FC001757-01,빈티지소극장,,,,,0
FC001764-01,솔가람아트홀,대공연장,,,,0
FC001769-01,우경아트홀,공연장,,,,0
FC001781-01,제주돌문화공원,오백장군갤러리 공연장,,,,0
FC001783-01,동자아트홀,,,,,0
FC001784-01,F1963,석천홀,,,,0
FC001785-01,오디오가이스튜디오,,,,,0
FC001787-01,강릉아트센터,사임당홀,,,,0
FC001787-02,강릉아트센터,소공연장,,,,0
FC001787-03,강릉아트센터,야외공연장,,,,0
FC001787-04,강릉아트센터,북카페,,,,0
FC001788-01,한국예술종합학교 [서초],크누아홀,,,,0
FC001789-01,세종대학교 충무관,세종아트홀 혼,,,,0
FC001790-01,MHN STAGE,,,,,0
FC001791-01,노원어울림극장,,,,,0
FC001792-01,연세대학교 대강당,,,,,0
FC001793-01,연세대학교 백주년기념관,콘서트홀,,,,0
FC001794-01,연세대학교 루스채플,,,,,0
FC001795-01,경성대학교 예노소극장,,,,,0
FC001796-01,부평문화사랑방,,,,,0
FC001799-01,이화여자대학교 삼성홀,,,,,0
FC001804-01,익스트림씨어터 2관,,,,,0
FC001805-01,익스트림씨어터 3관,,,,,0
FC001806-01,대전효문화진흥원,대강당,,,,0
FC001808-01,아트홀제이,,,,,0
FC001809-01,공간심,,,,,0
FC001810-01,예린소극장,,,,,0
FC001811-01,KOCCA 콘텐츠문화광장,스테이지 66,,,,0
FC001812-01,안성맞춤아트홀,대극장,,,,0
FC001812-02,안성맞춤아트홀,소극장,,,,0
FC001813-01,구미교통연수원,,,,,0
FC001814-01,북극곰소극장,아뮤스소극장,,,,0
FC001815-01,마루아트홀,,,,,0
FC001816-01,대구음악창작소,창공홀,,,,0
FC001818-01,공감센터,공감홀,,,,0
FC001819-01,원패스아트홀,,,,,0
FC001820-01,아이러브아트홀,,,,,0
FC001821-01,그랜드힐튼호텔,컨벤션홀,,,,0
FC001821-02,그랜드힐튼호텔,그랜드볼룸,,,,0
FC001822-01,마포중앙도서관,마중홀,,,,0
FC001823-01,장충체육관,,,,,0
FC001824-01,현대백화점 문화홀 [중동],,,,,0
FC001826-01,현대카드 언더스테이지,스튜디오,,,,0
FC001826-02,현대카드 언더스테이지,Vinyl ＆ Plastic (뮤직라이브러리),,,,0
FC001827-01,소극장 소금창고,,,,,0
FC001828-01,아트벙커,,,,,0
FC001829-01,국립공주박물관,강당,,,,0
FC001831-01,삼모아트센터,라비니아홀,,,,0
FC001832-01,SAC 아트홀,,,,,0
FC001833-01,고창농악전수관,야외공연장,,,,0
FC001834-01,최순우 옛집,,,,,0
FC001835-01,하하하 소극장,,,,,0
FC001836-01,경기상상캠퍼스 M3,멀티벙커,,,,0
FC001836-02,경기상상캠퍼스 M3,공간 1986,,,,0
FC001836-03,경기상상캠퍼스 M3,교육 1964,,,,0
FC001837-01,잠실종합운동장,FB 빅탑시어터,,,,0
FC001837-02,잠실종합운동장,실내체육관,,,,0
FC001837-03,잠실종합운동장,특설링,,,,0
FC001837-04,잠실종합운동장,보조경기장,,,,0
FC001837-05,잠실종합운동장,주경기장,,,,0
FC001837-06,잠실종합운동장,로열씨어터,,,,0
FC001838-01,베짱이홀,,,,,0
FC001839-01,복합문화공간 아이원,공연장,,,,0
FC001840-01,인천대학교,대강당,,,,0
FC001841-01,파라다이스시티,그랜드볼륨,,,,0
FC001841-02,파라다이스시티,컬처파크 (야외),,,,0
FC001842-01,남서울대학교 아트센터,갤러리 이앙,,,,0
FC001843-01,하이원 그랜드호텔,컨벤션홀,,,,0
FC001843-02,하이원 그랜드호텔,3층 카사시네마,,,,0
FC001844-01,대원 팝콘 D 스퀘어,대원 콘텐츠 라이브,,,,0
FC001845-01,VERY 2관,,,,,0
FC001846-01,알디스페이스 아트홀,,,,,0
FC001847-01,을지공간,,,,,0
FC001848-01,오류아트홀,,,,,0
FC001849-01,무대공감 소극장,젬스톤,,,,0
FC001850-01,북쌔즈 복합문화공간,,,,,0
FC001851-01,청심평화월드센터,,,,,0
FC001852-01,연희예술극장,,,,,0
FC001853-01,언더스탠드에비뉴 (신한두드림스페이스),아트 스탠드,,,,0
FC001854-01,신촌문화발전소,소극장,,,,0
FC001855-01,시흥 ABC 평생학습타운,ABC 홀,,,,0
FC001856-01,사다리움직임연구소,스튜디오,,,,0
FC001857-01,성원아트홀,,,,,0
FC001858-01,K-LIVE 전용관,,,,,0
FC001859-01,고스트씨어터,,,,,0
FC001860-01,수림아트센터,다목적홀,,,,0
FC001861-01,바보소극장,,,,,0
FC001862-01,허수아비소극장,,,,,0
FC001863-01,롯데백화점 문화홀 [평촌],,,,,0
FC001864-01,KBS 홀 [청주],,,,,0
FC001865-01,청주대학교,"교육문화관 대강당 (학생회관문화극장)",,,,0
FC001865-02,청주대학교,석우문화체육관,,,,0
FC001866-01,위워크 광화문,,,,,0
FC001867-01,보령문화의전당,대강당,,,,0
FC001868-01,신영증권본사 체임버홀,,,,,0
FC001869-01,로얄앤컴퍼니,교육센터 콘서트홀,,,,0
FC001873-02,아트센터 인천,콘서트홀,,,,0
FC001874-01,파인트리 시어터,,,,,0
FC001875-01,남양주 어린이비전센터,비전 강당,,,,0
FC001876-01,신세계 문화홀 [충청],,,,,0
FC001877-02,서경대학교 공연예술센터,스콘 2관,,,,0
FC001877-03,서경대학교 공연예술센터,스콘 1관,,,,0
FC001878-01,영락교회,베다니홀,,,,0
FC001879-01,서울시립대학교,UOS 아트홀,,,,0
FC001880-01,엘리펀트스페이스,,,,,0
FC001881-01,아트레볼루션 전용관,,,,,0
FC001882-01,코쿤홀,,,,,0
FC001883-01,청년문화공간 JU 동교동 (다리소극장),다리소극장,,,,0
FC001884-01,달밤엔씨어터,,,,,0
FC001885-01,JDB 스퀘어,,,,,0
FC001886-01,덕호아트홀,,,,,0
FC001888-01,아이레벨 트라움벨트,트라움홀,,,,0
FC001889-01,김포시 평생학습센터 (여성회관),대강당,,,,0
FC001890-01,김해서부문화센터,하늬홀,,,,0
FC001891-01,미예랑소극장,,,,,0
FC001892-01,디 마르가리따,,,,,0
FC001905-01,코미디헤이븐,,,,,0
FC001910-01,킨텍스,야외공연장,,,,0
FC001910-02,킨텍스,제 2 전시장,,,,0
FC001910-03,킨텍스,제 1 전시장,,,,0
FC001912-01,종로예술극장,공연장,,,,0
FC001916-01,미리내 마술극장,은하수홀,,,,0
FC001919-01,브러쉬씨어터,공연장,,,,0
FC001920-01,해바라기소극장 [부산],,,,,0
FC001922-01,백화점세이,7층 문화센터,,,,0
FC001924-01,경남과학기술대학교,본관 2층 대강당,,,,0
FC001927-01,아띠홀,,,,,0
FC001929-01,극장 칸테움,소극장,,,,0
FC001931-01,다산아트홀,공연장,,,,0
FC001933-01,제주신화월드,랜딩리조트관 1층 로비,,,,0
FC001934-01,조선대학교 해오름관,,,,,0
FC001935-01,방송통신위원회 부산시청자미디어센터,공개홀,,,,0
FC001936-01,남서울교회,,,,,0
FC001937-01,진천종합사회복지관,공연장,,,,0
FC001938-01,IGC 글로벌캠퍼스,대강당,,,,0
FC001940-01,2001 아울렛키즈홀 [구로],,,,,0
FC001944-01,음악역 1939,뮤직센터 (M-STATION) 공연장,,,,0
FC001946-01,광주청소년삶디자인센터,랄랄라홀,,,,0
FC001949-01,아트센터소극장,공연장,,,,0
FC001951-01,중산아트홀,공연장,,,,0
FC001952-01,플러그인,공연장,,,,0
FC001953-01,범블비 아트홀,공연장,,,,0
FC001954-01,서울교육대학교,종합문화관,,,,0
FC001957-01,wall. seoul (웰서울),갤러리카페,,,,0
FC001958-01,반포심산아트홀,,,,,0
FC001961-01,명주예술마당,콘서트홀,,,,0
FC001964-01,목동 아이스링크,,,,,0
FC001974-01,공연예술소극장 용,,,,,0
FC001976-01,벧엘교회,,,,,0
FC001978-01,MG 아트홀,,,,,0
FC001982-01,로로스페이스,,,,,0
FC001987-01,더켠 소극장,,,,,0
FC001988-01,덜위치 칼리지 서울 영국학교,,,,,0
FC001991-01,송도케이라이브극장,,,,,0
FC001992-01,여수엑스포컨벤션센터 (여수세계박람회장),엑스포홀,,,,0
FC001992-02,여수엑스포컨벤션센터 (여수세계박람회장),국제관,,,,0
FC001994-01,더 줌 아트센터,,,,,0
FC002003-01,JW 메리어트 동대문 스퀘어,DS 아트홀 (창선당),,,,0
FC002004-01,대구은행 제 2 본점,대강당,,,,0
FC002009-01,원주 MBC 아트홀,,,,,0
FC002012-01,"더 서울라이티움 (갤러리아포레 G층 전용관)",,,,,0
FC002014-01,D:BASE (디:베이스),,,,,0
FC002016-01,우란 2 경,,,,,0
FC002017-01,괜찮은 홀 [김포],,,,,0
FC002022-01,고려사이버대학교,대강당,,,,0
FC002023-01,골목실험극장,,,,,0
FC002026-01,Mfor 아트스페이스,소극장,,,,0
FC002027-01,벨로주 [망원],벨로주,,,,0
FC002029-01,뉴코아아울렛 [창원],,,,,0
FC002035-01,벨로주 [홍대],,,,,0
FC002054-01,홈플러스 [천안신방점],,,,,0
FC002055-01,NC 소극장 [안산고잔],,,,,0
FC002056-01,뉴코아아울렛 [부천],,,,,0
FC002059-01,예감뮤직하우스,,,,,0
FC002061-01,우리소극장,,,,,0
FC002062-01,쌀롱드무지끄,,,,,0
FC002063-01,달콤한음악실,,,,,0
FC002064-01,작은극장 어린,,,,,0
FC002067-01,씨마크호텔 [강릉],야외공연장 아레나,,,,0
FC002068-01,"방콕 난타씨어터 (Bangkok NANTA Theatre)",,,,,0
FC002070-01,안산공원 (천막극장),,,,,0
FC002071-01,소극장 날개,,,,,0
FC002072-01,업스테이지 (UP Stage),,,,,0
FC002074-01,진접읍주민자치센터,크낙새홀 (대강당),,,,0
FC002075-01,공상온도,,,,,0
FC002076-01,광주공연마루,빛아트홀,,,,0
FC002080-01,동덕여자대학교 백주년기념관,,,,,0
FC002081-01,용인어린이상상의숲,공연놀이터,,,,0
FC002086-01,서산문화원,공연장,,,,0
FC002087-01,에보니홀,,,,,0
FC002088-01,문래재즈 IN,,,,,0
FC002091-01,소극장 아고고,,,,,0
FC002093-01,정효아트센터,음악당,,,,0
FC002097-01,롯데백화점 [일산],문화홀,,,,0
FC002099-01,화도수동행정복지센터,천마홀 (다목적공연장),,,,0
FC002100-01,The Nora stage Y (더노라 스테이지와이),,,,,0
FC002103-01,매지클,,,,,0
FC002104-01,CS 아트홀,,,,,0
FC002105-01,끌로드아트홀,,,,,0
FC002106-01,롯데백화점 [청량리],8층 문화홀,,,,0
FC002115-01,대관령성당,,,,,0
FC002120-01,롯데백화점 [영등포],문화홀,,,,0
FC002141-01,괴산문화예술회관,,,,,0
FC002162-01,드림씨어터 [부산],,,,,0
FC002164-01,평내도서관,공연장,,,,0
FC002165-01,오남도서관,어울림홀,,,,0
FC002169-01,군산어린이공연장,,,,,0
FC002171-01,스페이스 청,,,,,0
FC002177-01,원주문화원,공연장,,,,0
FC002179-01,창원과학체험관,다목적강당,,,,0
FC002180-01,롯데문화홀 [수원],,,,,0
FC002181-01,소극장 울림터,,,,,0
FC002184-01,범서생활체육공원,,,,,0
FC002186-01,전주중부비전센터,,,,,0
FC002190-01,서계 박세당 고택,,,,,0
FC002191-01,동대문구체육관,,,,,0
FC002194-01,살롱드 파주,,,,,0
FC002195-01,살롱 샤콘느,,,,,0
FC002199-01,오드 포트 (ODE PORT),라이브홀,,,,0
FC002202-01,상암월드컵공원,수변무대,,,,0
FC002204-01,의정부아트캠프,,,,,0
FC002205-01,정동 1928 아트센터,,,,,0
FC002210-01,포항청소년수련관,청소년극장,,,,0
FC002211-01,마이라이브홀,,,,,0
FC002212-01,철원종합문화복지센터,소강당,,,,0
FC002215-01,탈영역우정국,,,,,0
FC002219-01,블라인드아트홀,소극장,,,,0
FC002224-01,오시선/지하극장,,,,,0
FC002226-01,광야아트센터,,,,,0
FC002229-01,대학로 판타스틱전용관,,,,,0
FC002230-01,안동 탈춤공원,탈춤공연장,,,,0
FC002232-01,울진군문화센터,,,,,0
FC002235-01,공덕교회,,,,,0
FC002236-01,비봉산,,,,,0
FC002238-01,렛츠런파크 서울,관람대,,,,0
FC002238-02,렛츠런파크 서울,대강당,,,,0
FC002238-03,렛츠런파크 서울,실내승마장,,,,0
FC002238-04,렛츠런파크 서울,럭키빌,,,,0
FC002238-05,렛츠런파크 서울,해피빌,,,,0
FC002240-01,더페이지 갤러리,,,,,0
FC002244-01,산성교회,,,,,0
FC002245-01,표충재 (신숭겸장군유적지),,,,,0
FC002246-01,푸르지오아트홀,,,,,0
FC002247-01,순천만국가정원,잔디마당,,,,0
FC002248-01,경동교회,,,,,0
FC002249-01,로얄아트홀,,,,,0
FC002251-01,이성당 신관,3 층,,,,0
FC002252-01,백석예술대학교 백석비전센터,백석아트홀,,,,0
FC002254-01,소극장 연극바보들,,,,,0
FC002258-01,SPACE B1 (스페이스비원),,,,,0
FC002263-01,KBS 춘천홀,,,,,0
FC002264-01,정선아리랑센터,아리랑홀,,,,0
FC002269-01,엔플러그,,,,,0
FC002272-01,광주명품백화점,야외무대,,,,0
FC002272-02,광주명품백화점,골드하우스,,,,0
FC002275-01,그랜드 프라자 호텔 [청주],그랜드볼룸,,,,0
FC002276-01,카페 피니얼,콘서트홀,,,,0
FC002277-01,화성어린이복합문화센터,아이누리극장,,,,0
FC002279-01,신촌 파랑고래,고래마당,,,,0
FC002282-01,마르떼,더 홀,,,,0
FC002283-01,통의동클래식,Hall (홀),,,,0
FC002284-01,호평체육문화센터,다목적강당,,,,0
FC002289-01,반석전원교회,,,,,0
FC002295-01,헤븐포인트교회,,,,,0
FC002297-01,로즈아트홀,,,,,0
FC002299-01,숭실대학교 한경직기념관,대강당,,,,0
FC002305-01,비오케이아트센터 (BOK 아트센터),다목적공연장,,,,0
FC002309-01,공간쉼플,,,,,0
FC002312-01,쏘울브릿지,,,,,0
FC002313-01,순천시 문화건강센터,다목적홀,,,,0
FC002320-01,경기대학교 [서울],실습동,,,,0
FC002324-01,경상대학교 GNU 국제문화회관,대강당,,,,0
FC002326-01,플레이스비브,,,,,0
FC002330-01,로운아뜨리움,로운홀,,,,0
FC002330-02,로운아뜨리움,아뜨리움홀,,,,0
FC002332-01,효자아트홀,,,,,0
FC002334-01,뮤지토리키즈,,,,,0
FC002336-01,공감 M 아트센터,소극장,,,,0
FC002337-01,플레이클라우드,클라우드홀,,,,0
FC002348-01,시흥시청 늠내홀,,,,,0
FC002353-01,다락스페이스,다락스튜디오,,,,0
FC002355-01,이화여자대학교 대강당,,,,,0
FC002356-01,아트스페이스 서돌,보굿홀,,,,0
FC002361-01,반쥴,,,,,0
FC002366-01,스콘뮤직홀,,,,,0
FC002369-01,전라남도학생교육문화회관,대강당,,,,0
FC002369-02,전라남도학생교육문화회관,소강당,,,,0
FC002370-01,그레뱅뮤지엄,,,,,0
FC002374-01,신세계 문화홀 [의정부],,,,,0
FC002376-01,신세계 문화홀 [경기],,,,,0
FC002391-01,242,,,,,0
FC002392-01,섬유센터,이벤트홀,,,,0
FC002394-01,한국방송통신대학교,대공연장,,,,0
FC002394-02,한국방송통신대학교,열린관 소극장,,,,0
FC002396-01,건양대학교,문화콘서트홀,,,,0
FC002404-01,호평평내행정복지센터,다목적실,,,,0
FC002405-01,부산은행,오션홀,,,,0
FC002406-01,카페부부,,,,,0
FC002407-01,의외의 조합,,,,,0
FC002409-01,아트센터 달,,,,,0
FC002410-01,성북구립도서관,천장산우화극장,,,,0
FC002411-01,Moor Seoul,,,,,0
FC002412-01,당진문화예술학교,공연장,,,,0
FC002416-01,롯데시네마 [경산],특별관,,,,0
FC002418-01,서경대학교 문예관,문예홀,,,,0
FC002419-01,메이필드호텔,카라홀,,,,0
FC002420-01,군산시민예술촌,,,,,0
